trade_id,ledger_mode,ticker,stock_name,market,scan_mode,run_id,priority_rank,decision,decision_bucket,recommended_at,base_trade_date,entry_model,entry_reference_price,target_tp_pct,stop_sl_pct,hold_days,exit_day,exit_reason,trade_status,gross_return_pct,net_return_pct,fee_bps,slippage_bps,relative_rank_score,loss_risk_score,relative_rank_model,source_scan_result_id,created_at,data_warnings
RUN-49862268|023160.KQ|2026-03-31|1.0,close_to_close_shadow_v1,023160.KQ,태광,KOSDAQ,SWING,RUN-49862268,1,WATCHLIST_ONLY,watchlist,2026-03-31T09:30:44.210812+00:00,2026-03-31,close_proxy,35000.0,10.0,-10.0,3,3.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,29120,2026-05-12T15:17:10.267459+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-45B1BB3D|037230.KQ|2026-04-01|3.0,close_to_close_shadow_v1,037230.KQ,한국팩키지,KOSDAQ,SWING,RUN-45B1BB3D,3,WATCHLIST_ONLY,watchlist,2026-03-31T22:57:08.918837+00:00,2026-04-01,close_proxy,2655.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-3.013183,-3.013183,0.0,0.0,,,,26653,2026-05-12T15:17:10.267479+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-45B1BB3D|052020.KQ|2026-04-01|5.0,close_to_close_shadow_v1,052020.KQ,에스티큐브,KOSDAQ,SWING,RUN-45B1BB3D,5,WATCHLIST_ONLY,watchlist,2026-03-31T22:57:08.918837+00:00,2026-04-01,close_proxy,17400.0,10.0,-10.0,3,3.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,51505,2026-05-12T15:17:10.267491+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-C350332F|095340.KQ|2026-04-01|5.0,close_to_close_shadow_v1,095340.KQ,ISC,KOSDAQ,SWING,RUN-C350332F,5,PRIORITY_WATCHLIST,picked,2026-04-01T13:36:51.851665+00:00,2026-04-01,close_proxy,264000.0,10.0,-10.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,697,2026-05-12T15:17:10.267502+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-5E363C3F|289080.KQ|2026-04-01|5.0,close_to_close_shadow_v1,289080.KQ,SV인베스트먼트,KOSDAQ,SWING,RUN-5E363C3F,5,WATCHLIST_ONLY,watchlist,2026-03-31T15:29:05.349439+00:00,2026-04-01,close_proxy,4130.0,10.0,-10.0,3,3.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,74,2026-05-12T15:17:10.267513+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-B7CD42B3|052710.KQ|2026-04-02|1.0,close_to_close_shadow_v1,052710.KQ,아모텍,KOSDAQ,SWING,RUN-B7CD42B3,1,PRIORITY_WATCHLIST,picked,2026-04-01T16:03:31.246076+00:00,2026-04-02,close_proxy,14950.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.668896,0.668896,0.0,0.0,,,,40711,2026-05-12T15:17:10.267524+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-85AC94CD|052710.KQ|2026-04-02|1.0,close_to_close_shadow_v1,052710.KQ,아모텍,KOSDAQ,SWING,RUN-85AC94CD,1,PRIORITY_WATCHLIST,picked,2026-04-02T13:37:25.893301+00:00,2026-04-02,close_proxy,14950.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.668896,0.668896,0.0,0.0,,,,33118,2026-05-12T15:17:10.267535+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-BA1AEBE2|247540.KQ|2026-04-02|1.0,close_to_close_shadow_v1,247540.KQ,에코프로비엠,KOSDAQ,SWING,RUN-BA1AEBE2,1,WATCHLIST_ONLY,watchlist,2026-04-01T16:05:52.244865+00:00,2026-04-02,close_proxy,196900.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,2.336211,2.336211,0.0,0.0,,,,1679,2026-05-12T15:17:10.267546+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-1405A2AF|950160.KQ|2026-04-02|1.0,close_to_close_shadow_v1,950160.KQ,코오롱티슈진,KOSDAQ,SWING,RUN-1405A2AF,1,WATCHLIST_ONLY,watchlist,2026-04-01T16:03:30.672918+00:00,2026-04-02,close_proxy,100100.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-1.298701,-1.298701,0.0,0.0,,,,2342,2026-05-12T15:17:10.267556+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-BA1AEBE2|086520.KQ|2026-04-02|2.0,close_to_close_shadow_v1,086520.KQ,에코프로,KOSDAQ,SWING,RUN-BA1AEBE2,2,WATCHLIST_ONLY,watchlist,2026-04-01T16:05:52.244865+00:00,2026-04-02,close_proxy,142400.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,1.685393,1.685393,0.0,0.0,,,,26691,2026-05-12T15:17:10.267567+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-85AC94CD|289080.KQ|2026-04-02|2.0,close_to_close_shadow_v1,289080.KQ,SV인베스트먼트,KOSDAQ,SWING,RUN-85AC94CD,2,EXCEPTION_LEADER,exception_leader,2026-04-02T13:37:25.893301+00:00,2026-04-02,close_proxy,3730.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-3.887399,-3.887399,0.0,0.0,,,,75082,2026-05-12T15:17:10.267580+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-7E2D1A37|319660.KQ|2026-04-02|2.0,close_to_close_shadow_v1,319660.KQ,피에스케이,KOSDAQ,SWING,RUN-7E2D1A37,2,PRIORITY_WATCHLIST,picked,2026-04-01T15:40:36.247992+00:00,2026-04-02,close_proxy,81200.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-4.310345,-4.310345,0.0,0.0,,,,699,2026-05-12T15:17:10.267591+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-6E256CC6|420770.KQ|2026-04-02|2.0,close_to_close_shadow_v1,420770.KQ,기가비스,KOSDAQ,SWING,RUN-6E256CC6,2,PRIORITY_WATCHLIST,picked,2026-04-01T15:19:21.305576+00:00,2026-04-02,close_proxy,86200.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-8.932715,-8.932715,0.0,0.0,,,,30424,2026-05-12T15:17:10.267602+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-BA1AEBE2|000250.KQ|2026-04-02|3.0,close_to_close_shadow_v1,000250.KQ,삼천당제약,KOSDAQ,SWING,RUN-BA1AEBE2,3,WATCHLIST_ONLY,watchlist,2026-04-01T16:05:52.244865+00:00,2026-04-02,close_proxy,609000.0,10.0,-10.0,3,3.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,59646,2026-05-12T15:17:10.267613+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-7E2D1A37|069540.KQ|2026-04-02|3.0,close_to_close_shadow_v1,069540.KQ,빛과전자,KOSDAQ,SWING,RUN-7E2D1A37,3,PRIORITY_WATCHLIST,picked,2026-04-01T15:40:36.247992+00:00,2026-04-02,close_proxy,3185.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-0.627943,-0.627943,0.0,0.0,,,,713,2026-05-12T15:17:10.267623+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-1405A2AF|141080.KQ|2026-04-02|3.0,close_to_close_shadow_v1,141080.KQ,리가켐바이오,KOSDAQ,SWING,RUN-1405A2AF,3,WATCHLIST_ONLY,watchlist,2026-04-01T16:03:30.672918+00:00,2026-04-02,close_proxy,181400.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-6.119074,-6.119074,0.0,0.0,,,,2344,2026-05-12T15:17:10.267634+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-85AC94CD|241520.KQ|2026-04-02|3.0,close_to_close_shadow_v1,241520.KQ,DSC인베스트먼트,KOSDAQ,SWING,RUN-85AC94CD,3,EXCEPTION_LEADER,exception_leader,2026-04-02T13:37:25.893301+00:00,2026-04-02,close_proxy,12970.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-1.850424,-1.850424,0.0,0.0,,,,75083,2026-05-12T15:17:10.267644+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-85AC94CD|100790.KQ|2026-04-02|4.0,close_to_close_shadow_v1,100790.KQ,미래에셋벤처투자,KOSDAQ,SWING,RUN-85AC94CD,4,EXCEPTION_LEADER,exception_leader,2026-04-02T13:37:25.893301+00:00,2026-04-02,close_proxy,25750.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,3.495146,3.495146,0.0,0.0,,,,75084,2026-05-12T15:17:10.267654+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-BA1AEBE2|277810.KQ|2026-04-02|4.0,close_to_close_shadow_v1,277810.KQ,레인보우로보틱스,KOSDAQ,SWING,RUN-BA1AEBE2,4,WATCHLIST_ONLY,watchlist,2026-04-01T16:05:52.244865+00:00,2026-04-02,close_proxy,543000.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.368324,0.368324,0.0,0.0,,,,40716,2026-05-12T15:17:10.267663+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-1405A2AF|028300.KQ|2026-04-02|5.0,close_to_close_shadow_v1,028300.KQ,HLB,KOSDAQ,SWING,RUN-1405A2AF,5,WATCHLIST_ONLY,watchlist,2026-04-01T16:03:30.672918+00:00,2026-04-02,close_proxy,51000.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,2.352941,2.352941,0.0,0.0,,,,2346,2026-05-12T15:17:10.267673+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-54C2D93D|058470.KQ|2026-04-02|5.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-54C2D93D,5,EXCEPTION_LEADER,exception_leader,2026-04-01T16:22:07.326399+00:00,2026-04-02,close_proxy,99100.0,10.0,-10.0,3,1.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,41884,2026-05-12T15:17:10.267682+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-85AC94CD|170920.KQ|2026-04-02|5.0,close_to_close_shadow_v1,170920.KQ,엘티씨,KOSDAQ,SWING,RUN-85AC94CD,5,EXCEPTION_LEADER,exception_leader,2026-04-02T13:37:25.893301+00:00,2026-04-02,close_proxy,30000.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-8.5,-8.5,0.0,0.0,,,,75085,2026-05-12T15:17:10.267692+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-83ADC7AC|019210.KQ|2026-04-03|1.0,close_to_close_shadow_v1,019210.KQ,와이지-원,KOSDAQ,SWING,RUN-83ADC7AC,1,PRIORITY_WATCHLIST,picked,2026-04-03T01:22:21.365355+00:00,2026-04-03,close_proxy,14300.0,10.0,-10.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,42026,2026-05-12T15:17:10.267703+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-83ADC7AC|000250.KQ|2026-04-03|2.0,close_to_close_shadow_v1,000250.KQ,삼천당제약,KOSDAQ,SWING,RUN-83ADC7AC,2,EXCEPTION_LEADER,exception_leader,2026-04-03T01:22:21.365355+00:00,2026-04-03,close_proxy,648000.0,10.0,-10.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,75075,2026-05-12T15:17:10.267713+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-83ADC7AC|086520.KQ|2026-04-03|3.0,close_to_close_shadow_v1,086520.KQ,에코프로,KOSDAQ,SWING,RUN-83ADC7AC,3,EXCEPTION_LEADER,exception_leader,2026-04-03T01:22:21.365355+00:00,2026-04-03,close_proxy,141500.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,8.19788,8.19788,0.0,0.0,,,,75076,2026-05-12T15:17:10.267722+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-83ADC7AC|277810.KQ|2026-04-03|4.0,close_to_close_shadow_v1,277810.KQ,레인보우로보틱스,KOSDAQ,SWING,RUN-83ADC7AC,4,EXCEPTION_LEADER,exception_leader,2026-04-03T01:22:21.365355+00:00,2026-04-03,close_proxy,540000.0,10.0,-10.0,3,3.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75077,2026-05-12T15:17:10.267732+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-83ADC7AC|058470.KQ|2026-04-03|5.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-83ADC7AC,5,EXCEPTION_LEADER,exception_leader,2026-04-03T01:22:21.365355+00:00,2026-04-03,close_proxy,110400.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,5.797101,5.797101,0.0,0.0,,,,75078,2026-05-12T15:17:10.267741+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-ADBD4E33|019210.KQ|2026-04-06|1.0,close_to_close_shadow_v1,019210.KQ,와이지-원,KOSDAQ,SWING,RUN-ADBD4E33,1,WATCHLIST,watchlist,2026-04-06T13:07:07.444766+00:00,2026-04-06,close_proxy,14180.0,10.0,-10.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,39225,2026-05-12T15:17:10.267751+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-A0BC4217|065450.KQ|2026-04-06|1.0,close_to_close_shadow_v1,065450.KQ,빅텍,KOSDAQ,SWING,RUN-A0BC4217,1,PRIORITY_WATCHLIST,picked,2026-04-05T16:34:34.399374+00:00,2026-04-06,close_proxy,5560.0,10.0,-10.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,15330,2026-05-12T15:17:10.267760+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-8F08BDD1|297090.KQ|2026-04-06|2.0,close_to_close_shadow_v1,297090.KQ,씨에스베어링,KOSDAQ,SWING,RUN-8F08BDD1,2,PRIORITY_WATCHLIST,picked,2026-04-05T16:43:06.528573+00:00,2026-04-06,close_proxy,8330.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-7.442977,-7.442977,0.0,0.0,,,,13245,2026-05-12T15:17:10.267770+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-ADBD4E33|357580.KQ|2026-04-06|2.0,close_to_close_shadow_v1,357580.KQ,아모센스,KOSDAQ,SWING,RUN-ADBD4E33,2,EXCEPTION_LEADER,exception_leader,2026-04-06T13:07:07.444766+00:00,2026-04-06,close_proxy,16980.0,10.0,-10.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,75206,2026-05-12T15:17:10.267779+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-A0BC4217|420770.KQ|2026-04-06|2.0,close_to_close_shadow_v1,420770.KQ,기가비스,KOSDAQ,SWING,RUN-A0BC4217,2,WATCHLIST,watchlist,2026-04-05T16:34:34.399374+00:00,2026-04-06,close_proxy,80700.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.0,0.0,0.0,0.0,,,,40980,2026-05-12T15:17:10.267789+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-ADBD4E33|000250.KQ|2026-04-06|3.0,close_to_close_shadow_v1,000250.KQ,삼천당제약,KOSDAQ,SWING,RUN-ADBD4E33,3,EXCEPTION_LEADER,exception_leader,2026-04-06T13:07:07.444766+00:00,2026-04-06,close_proxy,618000.0,10.0,-10.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,75207,2026-05-12T15:17:10.267799+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-A0BC4217|127120.KQ|2026-04-06|3.0,close_to_close_shadow_v1,127120.KQ,제이에스링크,KOSDAQ,SWING,RUN-A0BC4217,3,WATCHLIST,watchlist,2026-04-05T16:34:34.399374+00:00,2026-04-06,close_proxy,40500.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,1.234568,1.234568,0.0,0.0,,,,15332,2026-05-12T15:17:10.267808+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-A0BC4217|058470.KQ|2026-04-06|4.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-A0BC4217,4,EXCEPTION_LEADER,exception_leader,2026-04-05T16:34:34.399374+00:00,2026-04-06,close_proxy,105500.0,10.0,-10.0,3,2.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,71407,2026-05-12T15:17:10.267820+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-ADBD4E33|058470.KQ|2026-04-06|4.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-ADBD4E33,4,EXCEPTION_LEADER,exception_leader,2026-04-06T13:07:07.444766+00:00,2026-04-06,close_proxy,105500.0,10.0,-10.0,3,2.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75208,2026-05-12T15:17:10.267830+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-A0BC4217|000250.KQ|2026-04-06|5.0,close_to_close_shadow_v1,000250.KQ,삼천당제약,KOSDAQ,SWING,RUN-A0BC4217,5,EXCEPTION_LEADER,exception_leader,2026-04-05T16:34:34.399374+00:00,2026-04-06,close_proxy,618000.0,10.0,-10.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,71408,2026-05-12T15:17:10.267841+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-ADBD4E33|086520.KQ|2026-04-06|5.0,close_to_close_shadow_v1,086520.KQ,에코프로,KOSDAQ,SWING,RUN-ADBD4E33,5,EXCEPTION_LEADER,exception_leader,2026-04-06T13:07:07.444766+00:00,2026-04-06,close_proxy,143000.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,4.125874,4.125874,0.0,0.0,,,,75209,2026-05-12T15:17:10.267851+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95944B60|247540.KQ|2026-04-07|1.0,close_to_close_shadow_v1,247540.KQ,에코프로비엠,KOSDAQ,SWING,RUN-95944B60,1,WATCHLIST_ONLY,watchlist,2026-04-07T13:58:14.280912+00:00,2026-04-07,close_proxy,201500.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.0,0.0,0.0,0.0,,,,16138,2026-05-12T15:17:10.267861+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-916060DD|393890.KQ|2026-04-07|1.0,close_to_close_shadow_v1,393890.KQ,더블유씨피,KOSDAQ,SWING,RUN-916060DD,1,WATCHLIST_ONLY,watchlist,2026-04-07T11:59:45.141986+00:00,2026-04-07,close_proxy,15640.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,7.544757,7.544757,0.0,0.0,,,,75851,2026-05-12T15:17:10.267872+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95944B60|000250.KQ|2026-04-07|2.0,close_to_close_shadow_v1,000250.KQ,삼천당제약,KOSDAQ,SWING,RUN-95944B60,2,EXCEPTION_LEADER,exception_leader,2026-04-07T13:58:14.280912+00:00,2026-04-07,close_proxy,519000.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-2.697495,-2.697495,0.0,0.0,,,,75104,2026-05-12T15:17:10.267882+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-916060DD|019210.KQ|2026-04-07|2.0,close_to_close_shadow_v1,019210.KQ,와이지-원,KOSDAQ,SWING,RUN-916060DD,2,WATCHLIST_ONLY,watchlist,2026-04-07T11:59:45.141986+00:00,2026-04-07,close_proxy,12680.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,3.312303,3.312303,0.0,0.0,,,,18878,2026-05-12T15:17:10.267893+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-916060DD|050890.KQ|2026-04-07|3.0,close_to_close_shadow_v1,050890.KQ,쏠리드,KOSDAQ,SWING,RUN-916060DD,3,WATCHLIST_ONLY,watchlist,2026-04-07T11:59:45.141986+00:00,2026-04-07,close_proxy,14420.0,10.0,-10.0,3,3.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75854,2026-05-12T15:17:10.267903+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95944B60|086520.KQ|2026-04-07|3.0,close_to_close_shadow_v1,086520.KQ,에코프로,KOSDAQ,SWING,RUN-95944B60,3,EXCEPTION_LEADER,exception_leader,2026-04-07T13:58:14.280912+00:00,2026-04-07,close_proxy,144800.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,1.104972,1.104972,0.0,0.0,,,,75105,2026-05-12T15:17:10.267913+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-916060DD|052710.KQ|2026-04-07|4.0,close_to_close_shadow_v1,052710.KQ,아모텍,KOSDAQ,SWING,RUN-916060DD,4,WATCHLIST_ONLY,watchlist,2026-04-07T11:59:45.141986+00:00,2026-04-07,close_proxy,15050.0,10.0,-10.0,3,3.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75855,2026-05-12T15:17:10.267924+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95944B60|277810.KQ|2026-04-07|4.0,close_to_close_shadow_v1,277810.KQ,레인보우로보틱스,KOSDAQ,SWING,RUN-95944B60,4,EXCEPTION_LEADER,exception_leader,2026-04-07T13:58:14.280912+00:00,2026-04-07,close_proxy,545000.0,10.0,-10.0,3,1.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75106,2026-05-12T15:17:10.267934+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-916060DD|058470.KQ|2026-04-07|5.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-916060DD,5,WATCHLIST_ONLY,watchlist,2026-04-07T11:59:45.141986+00:00,2026-04-07,close_proxy,109700.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,1.914312,1.914312,0.0,0.0,,,,75102,2026-05-12T15:17:10.267946+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DA61154F|091580.KQ|2026-04-08|1.0,close_to_close_shadow_v1,091580.KQ,상신이디피,KOSDAQ,SWING,RUN-DA61154F,1,WATCHLIST_ONLY,watchlist,2026-04-08T06:06:30.729982+00:00,2026-04-08,close_proxy,22300.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-4.484305,-4.484305,0.0,0.0,,,,41811,2026-05-12T15:17:10.267956+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DA61154F|319400.KQ|2026-04-08|2.0,close_to_close_shadow_v1,319400.KQ,현대무벡스,KOSDAQ,SWING,RUN-DA61154F,2,WATCHLIST_ONLY,watchlist,2026-04-08T06:06:30.729982+00:00,2026-04-08,close_proxy,29200.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,4.280822,4.280822,0.0,0.0,,,,75415,2026-05-12T15:17:10.267967+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DA61154F|033160.KQ|2026-04-08|3.0,close_to_close_shadow_v1,033160.KQ,엠케이전자,KOSDAQ,SWING,RUN-DA61154F,3,WATCHLIST_ONLY,watchlist,2026-04-08T06:06:30.729982+00:00,2026-04-08,close_proxy,20600.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-5.873786,-5.873786,0.0,0.0,,,,75416,2026-05-12T15:17:10.267977+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DA61154F|058470.KQ|2026-04-08|4.0,close_to_close_shadow_v1,058470.KQ,리노공업,KOSDAQ,SWING,RUN-DA61154F,4,WATCHLIST_ONLY,watchlist,2026-04-08T06:06:30.729982+00:00,2026-04-08,close_proxy,116800.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,-2.910959,-2.910959,0.0,0.0,,,,40644,2026-05-12T15:17:10.267988+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DA61154F|095340.KQ|2026-04-08|5.0,close_to_close_shadow_v1,095340.KQ,ISC,KOSDAQ,SWING,RUN-DA61154F,5,WATCHLIST_ONLY,watchlist,2026-04-08T06:06:30.729982+00:00,2026-04-08,close_proxy,257000.0,10.0,-10.0,3,3.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,24092,2026-05-12T15:17:10.267998+00:00,['MISSING_RELATIVE_RANK_MODEL']
